"","IH00C1_hpfc","T00C1_hpfc","TF00C1_hpfc","TY00Y_hpfc"
"2022-05-25",-126.431297886011,-0.0185754680840373,-0.0344239246643911,0.781127454326364
"2022-05-26",-129.020183852697,0.342799655128606,0.215631872957528,0.870954590206573
"2022-05-27",-103.027593832914,0.344145062985379,0.22568915007651,0.882144862388043
"2022-05-30",-88.6526047596284,0.135460747363918,0.0907469589387641,0.0491020489681845
"2022-05-31",-51.4942509783575,-0.113253442113835,-0.129195741500372,-0.128270436598904
"2022-06-01",-61.7515301891385,-0.186997711819882,-0.184140029796684,-0.665569201156181
"2022-06-02",-62.0234188064134,-0.255772221311935,-0.229086931101615,-0.547090798524998
"2022-06-06",-27.9088677189938,-0.379577052850299,-0.339037394450545,-1.31178738035735
"2022-06-07",-4.20680217769465,-0.218412182969319,-0.24899227418352,-0.804254202105212
"2022-06-08",33.483864103057,-0.272277431301548,-0.268952284496161,-1.04722721513695
"2022-06-09",24.9642191477836,-0.166172527196619,-0.163918036660725,-1.16570132949376
"2022-06-10",58.8353371400704,-0.245097087455694,-0.218890030775345,-2.17527102233465
"2022-06-13",8.6982819443459,-0.309050660190902,-0.283868699181077,-3.62283028896501
"2022-06-14",56.5540931048515,-0.318032692200971,-0.278854383738638,-4.39907222552059
"2022-06-15",94.6038065703175,-0.44704250253569,-0.36884730896883,-2.89448843060486
"2022-06-16",64.8484349122864,-0.341079278782757,-0.288847584125253,-2.18726868442091
"2022-06-17",110.088951596892,-0.28514202374063,-0.22385516599487,-2.43360157070771
"2022-06-20",65.926303284527,-0.499229599219124,-0.353869891966703,-2.64907476907428
"2022-06-21",78.1613911292469,-0.493340749161998,-0.368891506896993,-2.53687495317821
"2022-06-22",48.3950890338175,-0.357474011151428,-0.288919609366444,-1.5188877016549
"2022-06-23",95.4282385922308,-0.511627718842443,-0.353953645470819,-0.829397544497613
"2022-06-24",138.661661393896,-0.605800058124658,-0.408992941878131,-1.04658838385361
"2022-06-27",174.696139582029,-0.944989003401343,-0.624036678946216,-1.48284377902913
"2022-06-28",206.732397982683,-1.04419227866244,-0.699083867971638,-1.24754685671339
"2022-06-29",184.371089209558,-0.933407217277401,-0.629133262299303,-0.575080130648886
"2022-06-30",237.812780421486,-0.722630720988573,-0.479183326300983,0.190774401110302
"2022-07-01",228.257962565714,-0.766859305705323,-0.489232264290006,1.47203497822244
"2022-07-04",235.707028287234,-0.976089188630502,-0.734278082504645,1.23731976148858
"2022-07-05",234.960275878399,-0.870316269978176,-0.639318584954179,2.0336463032293
"2022-07-06",182.617906199738,-0.784536046486382,-0.594351272126865,1.03283164430748
"2022-07-07",177.680022988652,-0.763743655139447,-0.609373380242388,0.60989198495787
"2022-07-08",182.54665449565,-0.802933908625982,-0.604381899839482,0.0617430984846581
"2022-07-11",140.817755525456,-0.512101303933553,-0.384373569566469,0.700900506087394
"2022-07-12",125.893205425348,-0.431240006149487,-0.304344878244471,1.04307970344238
"2022-07-13",117.372825334212,-0.355343968678844,-0.229292155810054,1.24439589650286
"2022-07-14",101.656384351735,-0.264406966669318,-0.154211606395765,1.00806386005459
"2022-07-15",88.7436030604051,-0.158422628383775,-0.0690993393541567,1.34979785449982
"2022-07-18",99.634160022051,-0.19238447278995,-0.0789514002927578,0.87881172354795
"2022-07-19",87.9276971154618,-0.196285953369865,-0.0987638062563583,0.657818752956256
"2022-07-20",94.4238150346698,-0.0401204440816736,-0.0385325416542487,0.624131865216681
"2022-07-21",63.7220781279356,0.0511187622532942,0.0367464499293441,1.96546371090507
"2022-07-22",83.8220117125065,-0.0575616106022688,-0.0279227591622554,3.02542668260638
"2022-07-25",77.3231147654929,-0.0561548600159856,-0.0125361117750834,2.77283236046198
"2022-07-26",90.6248516153511,0.155345740438144,0.147910460786876,2.73889107402348
"2022-07-27",69.1266546282714,0.0569469403983973,0.108421032401598,3.12691200666503
"2022-07-28",68.0279187097772,-0.0813445747109625,-0.0310003841930556,4.15540320961334
"2022-07-29",31.3280101912085,0.250477856995247,0.179650178923547,4.37147144155554
"2022-08-01",26.826267283902,0.452420931026164,0.260376702486849,4.89992174350207
"2022-08-02",-17.0779847505451,0.539491239354007,0.376183092971735,3.45965734947291
"2022-08-03",-32.9854317394404,0.566695186937998,0.472073149223965,3.78497946805741
"2022-08-04",-4.09675245074677,0.494038955733968,0.398050514590448,4.04788787776166
"2022-08-05",34.9873879824457,0.421528493448015,0.339118637281934,2.98258079253349
"2022-08-08",22.0663261204767,0.384169543570613,0.320280800970956,3.46405475308661
"2022-08-09",23.9393840612929,0.401967675349592,0.301540149152053,3.2269050672558
"2022-08-10",-7.59412521848817,0.3199282992323,0.222899692928849,3.44272561097488
"2022-08-11",54.2651013621786,0.508056659508953,0.324362318759656,2.84610892630482
"2022-08-12",67.31637002345,0.436357868224388,0.270930820966253,3.21814613222239
"2022-08-15",53.5589645544583,1.11483682741279,0.822607859791422,3.62132717123731
"2022-08-16",40.5921409184425,1.15849825873541,0.794395983486009,3.39954065560701
"2022-08-17",59.6151329395682,1.1873464230256,0.811297400267531,2.70887370067799
"2022-08-18",36.8271576628029,1.28638510223963,0.458313989982873,2.87741201656336
"2022-08-19",36.627407490616,0.760617587532285,0.415447297120692,2.34284019363676
"2022-08-22",37.6150596026273,0.705046638318898,0.382698676720955,2.02684163286512
"2022-08-23",21.5892760381409,0.59967469960594,0.260069312094912,1.91379876677999
"2022-08-24",-4.85079671208331,0.684503924961953,0.307560228361305,1.5193931900977
"2022-08-25",46.2939789185857,0.469536220074146,0.175172343136725,2.12480570644723
"2022-08-26",49.0227425018958,0.539773207683083,0.187906446904509,1.90181649140194
"2022-08-29",28.5346144735195,0.650216316442149,0.285763257739152,1.52240484222492
"2022-08-30",26.0286950051189,0.655866751884225,0.30374341604181,1.62714927004542
"2022-08-31",61.5040724732423,0.606725450768655,0.30184744409105,0.981627656692127
"2022-09-01",36.3598244953124,0.857793078746406,0.460075738609775,0.663917211395432
"2022-09-02",13.9950032653438,0.779070050671908,0.418428571549159,1.33019473762002
"2022-09-05",6.40864594770814,0.88555642682267,0.481906024684278,1.07433676439332
"2022-09-06",29.999783921783,0.922251945440115,0.510508006827654,0.34941927089461
"2022-09-07",23.9674459178977,0.774155978711968,0.449234227591782,0.999017792215338
"2022-09-08",16.7106482657039,0.751267517604645,0.408084185565956,0.679507719011535
"2022-09-09",76.2283973876078,0.488585233078485,0.262057193643416,0.765864028985187
"2022-09-13",80.7196927985717,0.57610748555127,0.316152396032529,0.108974269168512
"2022-09-14",64.9835025037467,0.46883243347866,0.250368828617305,0.0531766853280283
"2022-09-15",63.4187611420588,0.461757997176555,0.209705396597092,-0.253157271905595
"2022-09-16",11.8243764908424,0.459881903164724,0.214160901678965,-0.0600535638522845
"2022-09-19",2.3992301126091,0.533201687090707,0.273734058886224,-0.336238047190063
"2022-09-20",-3.05780131778057,0.656714694505119,0.378423494716698,-0.800536553769622
"2022-09-21",-24.5478421171813,0.720418050554295,0.41822772251729,-0.671774776456953
"2022-09-22",-42.6720153385062,0.6693086089259,0.403145099210141,-1.87177807720733
"2022-09-23",-40.6314338876318,0.48838292551533,0.308173808838814,-1.85367154029016
"2022-09-26",-56.0271930314705,0.13763727955224,0.0483118688028207,-3.41447947625928
"2022-09-27",-27.4603712416375,0.247067748388743,0.133557169115092,-3.38222542943406
"2022-09-28",-54.5320238302177,0.0716703524836788,0.0439075798182887,-1.71013153272596
"2022-09-29",-54.6431947584089,-0.143558989832363,-0.075639084252265,-2.17951852096905
"2022-09-30",-54.9949054459987,-0.193624389854804,-0.0850850264104228,-2.49330642209823
"2022-10-10",-118.18815472543,0.131470100463081,0.15556758129587,-2.92557297517774
"2022-10-11",-123.823918696557,0.111720509204396,0.106316601989331,-2.8861638446545
"2022-10-12",-106.303124604977,0.307122810107581,0.247159834487523,-2.48838848074351
"2022-10-13",-134.02664851238,0.377672930730192,0.263095033660717,-2.85705916041315
"2022-10-14",-71.7953225391625,0.663366671678145,0.439119852213459,-3.32048713203309
"2022-10-17",-76.8099234043506,0.604199677441997,0.385231834097422,-3.09738246297962
"2022-10-18",-89.471198149786,0.630167318303399,0.4314283417496,-2.96905384807179
"2022-10-19",-139.579862067095,0.646264714792434,0.457706578367643,-3.84160870179713
"2022-10-20",-150.536593464206,0.49748672695285,0.409063568814154,-4.3714532113533
"2022-10-21",-169.34201295219,0.418827947688665,0.33049614875424,-3.91789197597274
"2022-10-24",-262.396678916447,0.615282764263083,0.437000984762612,-3.9810277879039
"2022-10-25",-256.301079743219,0.496845390812631,0.378574606800029,-3.06076181989873
"2022-10-26",-251.455595354405,0.708509787140751,0.530213364188697,-2.48519359911203
"2022-10-27",-269.660499727446,0.860269707674851,0.621913449763419,-1.78562138750053
"2022-10-28",-319.315962898118,0.977118613972904,0.748670837189951,-2.5714424197435
"2022-10-31",-353.622043435399,1.10404961199195,0.800481243060164,-2.82705319241313
"2022-11-01",-244.178667915912,0.931055403787493,0.712340074495295,-2.94294913915304
"2022-11-02",-228.385616743095,0.873128235045465,0.659242407730068,-3.21612452501889
"2022-11-03",-261.842569386715,0.890259966590718,0.671183024546333,-3.59957239856727
"2022-11-04",-173.7491109113,0.752442098332144,0.578156434221679,-3.42158447893708
"2022-11-07",-168.704718145894,0.804665762180898,0.600156868593643,-3.76005099735192
"2022-11-08",-184.108796098848,0.92692177901886,0.632178320513056,-3.09956077068709
"2022-11-09",-206.360680042713,0.914200637111411,0.60921453475011,-2.76810106156588
"2022-11-10",-198.25962914686,0.901492441571781,0.611258994757888,-0.796957851376359
"2022-11-11",-127.604817279472,0.518786919619379,0.363304932164668,-1.04541597728534
"2022-11-14",-106.195336356142,-0.168926574167088,-0.109654674071177,-1.15415994702915
"2022-11-15",-58.630225545796,-0.0966588996545475,-0.097626995166873,-0.560673836211513
"2022-11-16",-65.3084801204844,-0.309420846882516,-0.375619157012897,-0.124241243353394
"2022-11-17",-79.6290711167662,-0.74722316593552,-0.0186382451445478,-0.657445535213418
"2022-11-18",-90.9909425755254,-1.00507647899613,-0.701691189831348,-1.05077002719664
"2022-11-21",-122.593005622059,-0.882991099374685,-0.599784913638438,-1.03869776294545
"2022-11-22",-111.434133769698,-0.850976924923508,-0.527926049080119,-0.652411351755183
"2022-11-23",-105.513149856674,-0.609043488501668,-0.301120980743692,-0.235692973568469
"2022-11-24",-124.028830658864,-0.427199971209007,-0.144375874993117,0.0709754613570229
"2022-11-25",-92.9799093372923,-0.775455302390897,-0.407696773720858,-0.138787859813919
"2022-11-28",-138.56506778444,-0.993818234805827,-0.536089659140394,-0.161664779252065
"2022-11-29",-31.182949458543,-1.31729720066954,-0.769560344939764,-0.513437081761647
"2022-11-30",-33.4321405408086,-1.2159002213939,-0.688114423209025,0.931013514680179
"2022-12-01",-12.7112143225195,-0.924634773872808,-0.531757167932841,1.51540550433068
"2022-12-02",-25.0187302754342,-0.888507832396073,-0.490493568657353,1.58355699660266
"2022-12-05",30.446757382906,-0.902525989046348,-0.539328395121249,0.791785474503139
"2022-12-06",39.2867047767617,-1.13669546863335,-0.713266214313278,1.04620776645817
"2022-12-07",23.1025554448963,-0.8960221228984,-0.552311370285126,1.89374037360251
"2022-12-08",31.0957366865237,-0.685511333719401,-0.441467912253361,1.31889936461036
"2022-12-09",61.6676662512337,-0.745168112593421,-0.560739661130788,0.837200025360763
"2022-12-12",28.619749034831,-0.744997187655849,-0.575130255345536,0.66745709655182
"2022-12-13",29.3533644422249,-0.855002979019309,-0.669643101538277,1.57538497281776
"2022-12-14",46.0698800480581,-0.385189598844236,-0.289281368613884,1.77959777289096
"2022-12-15",27.3706512934358,-0.495560805867212,-0.354047948673899,1.81150896430452
"2022-12-16",27.4570145760918,-0.451120199602969,-0.328945614242494,1.59283127897757
"2022-12-19",5.73029497980895,-0.251871174721629,-0.208976991494444,0.967476700023314
"2022-12-20",-41.208193761262,-0.417816939418094,-0.30914457063212,0.326056552143599
"2022-12-21",-40.3571402816477,-0.15896059777417,-0.154450755474812,0.465381760123287
"2022-12-22",-24.1152161820551,-0.175305081162321,-0.134897822053975,0.307463113969136
"2022-12-23",-27.0810763811669,0.0581467447522455,-0.0104879825576026,0.0240112113174817
"2022-12-26",-38.6533658294178,-0.153607913231438,-0.121223393412075,NA
"2022-12-27",-10.6307182830084,-0.430571872349819,-0.31210620670827,-0.697263477287645
"2022-12-28",-6.41175152038225,-0.357747886343643,-0.228138524428713,-0.98155049122799
"2022-12-29",-24.1950789256853,-0.210138530973017,-0.154322319543593,-0.65683908166412
"2022-12-30",-8.57931123270478,-0.187746234119324,-0.150659470719423,-0.973118094023808
"2023-01-03",-6.96304917394971,-0.0405733368011193,-0.0521517928326973,-0.227276102223017
"2023-01-04",-1.94488993558577,0.121377897570036,0.0561989615177377,0.205698722069254
"2023-01-05",48.8765721744581,0.028105222353314,0.039391061289263,-0.18978169886903
"2023-01-06",62.1027436522067,-0.0553936592640469,-0.04757724779051,1.11749447221269
"2023-01-09",85.5350107900744,-0.0491210557127409,-0.0747077362769032,1.28383915101275
"2023-01-10",76.9747342096693,-0.338079252526102,-0.262002155058325,0.777963791303529
"2023-01-11",80.2232391759003,-0.2222705149327,-0.184462224142324,1.28737931616877
"2023-01-12",86.681819135394,-0.21169696841286,-0.127089555235797,2.0308963271132
"2023-01-13",135.951734373724,-0.376360646568584,-0.194885683795382,1.53972489349132
"2023-01-16",183.034209345697,-0.601263495495782,-0.387852092744369,1.40767424516629
"2023-01-17",171.530412309135,-0.571407305717485,-0.34599018444865,1.32225297554106
"2023-01-18",148.241435862851,-0.616793619218006,-0.374301200950774,2.64276909614249
"2023-01-19",156.368301701917,-0.552423741786316,-0.352786241275393,2.38493007193139
"2023-01-20",174.711970244354,-0.70829872425307,-0.446446249725827,1.78314227545401
"2023-01-30",177.073337271795,-0.374419389098845,-0.235282024778265,1.08904367315414
"2023-01-31",156.253226346993,-0.200786266021796,-0.12429418036539,1.29802599368334
"2023-02-01",164.052387837685,-0.297399729950281,-0.158483233164107,1.9911834373419
"2023-02-02",156.071507522805,-0.104260072816564,-0.0478496484730643,2.16851631948081
"2023-02-03",113.711203368657,-0.0563674636186007,-0.0123938260802977,1.06442413237605
"2023-02-06",69.3720288278034,-0.148722028258065,-0.107116145994396,0.0694054719256376
"2023-02-07",76.654490349249,0.0636761306631643,0.0179830168985179,-0.113341505962459
"2023-02-08",68.5590657063047,-0.0041730279808444,-0.0170966680096741,0.250581325930723
"2023-02-09",99.886200986418,0.107730428363239,0.0726444612394399,-0.245027858325056
"2023-02-10",85.6363139375067,0.0443864339733216,0.00720607367092028,-0.725370988240762
"2023-02-13",102.809781018562,0.070794878595791,0.0215878082823331,-0.565249892042307
"2023-02-14",113.80694328992,0.10695563362988,0.0507893010917887,-1.04606609811646
"2023-02-15",86.2280993145287,0.107868541210548,0.0648101791938589,-1.40202090119859
"2023-02-16",75.0735006120848,0.248533399262054,0.133650048689333,-1.72701516362199
"2023-02-17",52.1433630590815,0.19394996111962,0.0823084888891743,-1.44284916818119
"2023-02-20",132.837871499621,-0.065882122614911,-0.0842149761419605,-1.72152248379165
"2023-02-21",145.757189223881,-0.975963281510981,-0.0909208563617505,-2.45343408295399
"2023-02-22",107.501424612199,-0.881293917904453,-0.627809626917048,-2.31068222655979
"2023-02-23",105.870625794731,-0.86187403070753,-0.609881725371664,-2.12116416135035
"2023-02-24",66.8647964648349,-0.757703254541545,-0.577137329778239,-2.66637617892294
"2023-02-27",64.2838965532555,-0.74378086776301,-0.584576366088713,-2.43051369407106
"2023-02-28",78.5278583514692,-0.660105835524434,-0.512198521689744,-2.02297101941618
"2023-03-01",109.9965875786,-0.606676815529666,-0.485003242327608,-2.56884146290249
"2023-03-02",108.889957493584,-0.753492192621281,-0.562989762026082,-3.03671749626012
"2023-03-03",110.807795887093,-0.700550100865796,-0.521157114328772,-2.47359052936265
"2023-03-06",78.5498855391082,-0.512848362865749,-0.384504100061471,-2.50435071682728
"2023-03-07",46.5159634261302,-0.380384511645806,-0.30302930462422,-2.66028719078778
"2023-03-08",27.1057340552527,-0.43315586823913,-0.361731154478891,-2.86328804818059
"2023-03-09",9.31888270580554,-0.341159596442794,-0.295607950827396,-2.00394028628615
"2023-03-10",-28.2449165473532,-0.254392681005387,-0.269657845346257,-0.660329718816555
"2023-03-13",-0.385993481404867,-0.347851965653092,-0.303878867519547,0.604958668864195
