"","IH00C1_hpft","T00C1_hpft","TF00C1_hpft","TY00Y_hpft"
"2022-06-17",2821.51104840311,100.680142023741,101.623855165995,118.636701570708
"2022-06-20",2819.27369671547,100.684229599219,101.623869891967,118.570974769074
"2022-06-21",2817.03860887075,100.688340749162,101.623891506897,118.505674953178
"2022-06-22",2814.80491096618,100.692474011151,101.623919609366,118.440787701655
"2022-06-23",2812.57176140777,100.696627718842,101.623953645471,118.376297544498
"2022-06-24",2810.3383386061,100.700800058125,101.623992941878,118.312188383854
"2022-06-27",2808.10386041797,100.704989003401,101.624036678946,118.248443779029
"2022-06-28",2805.86760201732,100.709192278662,101.624083867972,118.185046856713
"2022-06-29",2803.62891079044,100.713407217277,101.624133262299,118.121980130649
"2022-06-30",2801.38721957851,100.717630720989,101.624183326301,118.05922559889
"2022-07-01",2799.14203743429,100.721859305705,101.62423226429,117.996765021778
"2022-07-04",2796.89297171277,100.72608918863,101.624278082505,117.934580238511
"2022-07-05",2794.6397241216,100.730316269978,101.624318584954,117.872653696771
"2022-07-06",2792.38209380026,100.734536046486,101.624351272127,117.810968355693
"2022-07-07",2790.11997701135,100.738743655139,101.624373380242,117.749508015042
"2022-07-08",2787.85334550435,100.742933908626,101.624381899839,117.688256901515
"2022-07-11",2785.58224447454,100.747101303934,101.624373569566,117.627199493913
"2022-07-12",2783.30679457465,100.751240006149,101.624344878244,117.566320296558
"2022-07-13",2781.02717466579,100.755343968679,101.62429215581,117.505604103497
"2022-07-14",2778.74361564827,100.759406966669,101.624211606396,117.445036139945
"2022-07-15",2776.45639693959,100.763422628384,101.624099339354,117.3846021455
"2022-07-18",2774.16583997795,100.76738447279,101.623951400293,117.324288276452
"2022-07-19",2771.87230288454,100.77128595337,101.623763806256,117.264081247044
"2022-07-20",2769.57618496533,100.775120444082,101.623532541654,117.203968134783
"2022-07-21",2767.27792187206,100.778881237747,101.623253550071,117.143936289095
"2022-07-22",2764.97798828749,100.782561610602,101.622922759162,117.083973317394
"2022-07-25",2762.67688523451,100.786154860016,101.622536111775,117.024067639538
"2022-07-26",2760.37514838465,100.789654259562,101.622089539213,116.964208925977
"2022-07-27",2758.07334537173,100.793053059602,101.621578967598,116.904387993335
"2022-07-28",2755.77208129022,100.796344574711,101.621000384193,116.844596790387
"2022-07-29",2753.47198980879,100.799522143005,101.620349821076,116.784828558444
"2022-08-01",2751.1737327161,100.802579068974,101.619623297513,116.725078256498
"2022-08-02",2748.87798475055,100.805508760646,101.618816907028,116.665342650527
"2022-08-03",2746.58543173944,100.808304813062,101.617926850776,116.605620531943
"2022-08-04",2744.29675245075,100.810961044266,101.61694948541,116.545912122238
"2022-08-05",2742.01261201755,100.813471506552,101.615881362718,116.486219207467
"2022-08-08",2739.73367387952,100.815830456429,101.614719199029,116.426545246913
"2022-08-09",2737.46061593871,100.81803232465,101.613459850848,116.366894932744
"2022-08-10",2735.19412521849,100.820071700768,101.612100307071,116.307274389025
"2022-08-11",2732.93489863782,100.821943340491,101.61063768124,116.247691073695
"2022-08-12",2730.68362997655,100.823642131776,101.609069179034,116.188153867778
"2022-08-15",2728.44103544554,100.825163172587,101.607392140209,116.128672828763
"2022-08-16",2726.20785908156,100.826501741265,101.605604016514,116.069259344393
"2022-08-17",2723.98486706043,100.827653576974,101.603702599732,116.009926299322
"2022-08-18",2721.7728423372,100.82861489776,101.601686010017,115.950687983437
"2022-08-19",2719.57259250938,100.829382412468,101.599552702879,115.891559806363
"2022-08-22",2717.38494039737,100.829953361681,101.597301323279,115.832558367135
"2022-08-23",2715.21072396186,100.830325300394,101.594930687905,115.77370123322
"2022-08-24",2713.05079671208,100.830496075038,101.592439771639,115.715006809902
"2022-08-25",2710.90602108141,100.830463779926,101.589827656863,115.656494293553
"2022-08-26",2708.7772574981,100.830226792317,101.587093553095,115.598183508598
"2022-08-29",2706.66538552648,100.829783683558,101.584236742261,115.540095157775
"2022-08-30",2704.57130499488,100.829133248116,101.581256583958,115.482250729955
"2022-08-31",2702.49592752676,100.828274549231,101.578152555909,115.424672343308
"2022-09-01",2700.44017550469,100.827206921254,101.57492426139,115.367382788605
"2022-09-02",2698.40499673466,100.825929949328,101.571571428451,115.31040526238
"2022-09-05",2696.39135405229,100.824443573177,101.568093975316,115.253763235607
"2022-09-06",2694.40021607822,100.82274805456,101.564491993172,115.197480729105
"2022-09-07",2692.4325540821,100.820844021288,101.560765772408,115.141582207785
"2022-09-08",2690.4893517343,100.818732482395,101.556915814434,115.086092280988
"2022-09-09",2688.57160261239,100.816414766922,101.552942806357,115.031035971015
"2022-09-13",2686.68030720143,100.813892514449,101.548847603967,114.922325730831
"2022-09-14",2684.81649749625,100.811167566521,101.544631171383,114.868723314672
"2022-09-15",2682.98123885794,100.808242002823,101.540294603403,114.815657271906
"2022-09-16",2681.17562350916,100.805118096835,101.535839098321,114.763153563852
"2022-09-19",2679.40076988739,100.801798312909,101.531265941114,114.71123804719
"2022-09-20",2677.65780131778,100.798285305495,101.526576505283,114.65993655377
"2022-09-21",2675.94784211718,100.794581949446,101.521772277483,114.609274776457
"2022-09-22",2674.27201533851,100.790691391074,101.51685490079,114.559278077207
"2022-09-23",2672.63143388763,100.786617074485,101.511826191161,114.50997154029
"2022-09-26",2671.02719303147,100.782362720448,101.506688131197,114.461379476259
"2022-09-27",2669.46037124164,100.777932251611,101.501442830885,114.413525429434
"2022-09-28",2667.93202383022,100.773329647516,101.496092420182,114.366431532726
"2022-09-29",2666.44319475841,100.768558989832,101.490639084252,114.320118520969
"2022-09-30",2664.994905446,100.763624389855,101.48508502641,114.274606422098
"2022-10-10",2663.58815472543,100.758529899537,101.479432418704,114.019372975178
"2022-10-11",2662.22391869656,100.753279490796,101.473683398011,113.979963844655
"2022-10-12",2660.90312460498,100.747877189892,101.467840165512,113.941488480744
"2022-10-13",2659.62664851238,100.74232706927,101.461904966339,113.903959160413
"2022-10-14",2658.39532253916,100.736633328322,101.455880147787,113.867387132033
"2022-10-17",2657.20992340435,100.730800322558,101.449768165903,113.83178246298
"2022-10-18",2656.07119814979,100.724832681697,101.44357165825,113.797153848072
"2022-10-19",2654.97986206709,100.718735285208,101.437293421632,113.763508701797
"2022-10-20",2653.93659346421,100.712513273047,101.430936431186,113.730853211353
"2022-10-21",2652.94201295219,100.706172052311,101.424503851246,113.699191975973
"2022-10-24",2651.99667891645,100.699717235737,101.417999015237,113.668527787904
"2022-10-25",2651.10107974322,100.693154609187,101.4114253932,113.638861819899
"2022-10-26",2650.25559535441,100.686490212859,101.404786635811,113.610193599112
"2022-10-27",2649.46049972745,100.679730292325,101.398086550237,113.582521387501
"2022-10-28",2648.71596289812,100.672881386027,101.39132916281,113.555842419743
"2022-10-31",2648.0220434354,100.665950388008,101.38451875694,113.530153192413
"2022-11-01",2647.37866791591,100.658944596213,101.377659925505,113.505449139153
"2022-11-02",2646.7856167431,100.651871764955,101.37075759227,113.481724525019
"2022-11-03",2646.24256938671,100.644740033409,101.363816975454,113.458972398567
"2022-11-04",2645.7491109113,100.637557901668,101.356843565778,113.437184478937
"2022-11-07",2645.30471814589,100.630334237819,101.349843131406,113.416350997352
"2022-11-08",2644.90879609885,100.623078220981,101.342821679487,113.396460770687
"2022-11-09",2644.56068004271,100.615799362889,101.33578546525,113.377501061566
"2022-11-10",2644.25962914686,100.608507558428,101.328741005242,113.359457851376
"2022-11-11",2644.00481727947,100.601213080381,101.321695067835,113.342315977285
"2022-11-14",2643.79533635614,100.593926574167,101.314654674071,113.326059947029
"2022-11-15",2643.6302255458,100.586658899655,101.307626995167,113.310673836212
"2022-11-16",2643.50848012048,100.579420846883,101.300619157013,113.296141243353
"2022-11-17",2643.42907111677,100.572223165936,101.293638245145,113.282445535213
"2022-11-18",2643.39094257553,100.565076478996,101.286691189831,113.269570027197
"2022-11-21",2643.39300562206,100.557991099375,101.279784913638,113.257497762945
"2022-11-22",2643.4341337697,100.550976924924,101.27292604908,113.246211351755
"2022-11-23",2643.51314985667,100.544043488502,101.266120980744,113.235692973568
"2022-11-24",2643.62883065886,100.537199971209,101.259375874993,113.225924538643
"2022-11-25",2643.77990933729,100.530455302391,101.252696773721,113.216887859814
"2022-11-28",2643.96506778444,100.523818234806,101.24608965914,113.208564779252
"2022-11-29",2644.18294945854,100.51729720067,101.23956034494,113.200937081762
"2022-11-30",2644.43214054081,100.510900221394,101.233114423209,113.19398648532
"2022-12-01",2644.71121432252,100.504634773873,101.226757167933,113.187694495669
"2022-12-02",2645.01873027543,100.498507832396,101.220493568657,113.182043003397
"2022-12-05",2645.35324261709,100.492525989046,101.214328395121,113.177014525497
"2022-12-06",2645.71329522324,100.486695468633,101.208266214313,113.172592233542
"2022-12-07",2646.0974445551,100.481022122898,101.202311370285,113.168759626397
"2022-12-08",2646.50426331348,100.475511333719,101.196467912253,113.16550063539
"2022-12-09",2646.93233374877,100.470168112593,101.190739661131,113.162799974639
"2022-12-12",2647.38025096517,100.464997187656,101.185130255346,113.160642903448
"2022-12-13",2647.84663555777,100.460002979019,101.179643101538,113.159015027182
"2022-12-14",2648.33011995194,100.455189598844,101.174281368614,113.157902227109
"2022-12-15",2648.82934870656,100.450560805867,101.169047948674,113.157291035695
"2022-12-16",2649.34298542391,100.446120199603,101.163945614242,113.157168721022
"2022-12-19",2649.86970502019,100.441871174722,101.158976991494,113.157523299977
"2022-12-20",2650.40819376126,100.437816939418,101.154144570632,113.158343447856
"2022-12-21",2650.95714028165,100.433960597774,101.149450755475,113.159618239877
"2022-12-22",2651.51521618206,100.430305081162,101.144897822054,113.161336886031
"2022-12-23",2652.08107638117,100.426853255248,101.140487982558,113.163488788683
"2022-12-26",2652.65336582942,100.423607913231,101.136223393412,NA
"2022-12-27",2653.23071828301,100.42057187235,101.132106206708,113.166063477288
"2022-12-28",2653.81175152038,100.417747886344,101.128138524429,113.169050491228
"2022-12-29",2654.39507892569,100.415138530973,101.124322319544,113.172439081664
"2022-12-30",2654.9793112327,100.412746234119,101.120659470719,113.176218094024
"2023-01-03",2655.56304917395,100.410573336801,101.117151792833,113.180376102223
"2023-01-04",2656.14488993559,100.40862210243,101.113801038482,113.184901277931
"2023-01-05",2656.72342782554,100.406894777647,101.110608938711,113.189781698869
"2023-01-06",2657.29725634779,100.405393659264,101.107577247791,113.195005527787
"2023-01-09",2657.86498920993,100.404121055713,101.104707736277,113.200560848987
"2023-01-10",2658.42526579033,100.403079252526,101.102002155058,113.206436208696
"2023-01-11",2658.9767608241,100.402270514933,101.099462224142,113.212620683831
"2023-01-12",2659.51818086461,100.401696968413,101.097089555236,113.219103672887
"2023-01-13",2660.04826562628,100.401360646569,101.094885683795,113.225875106509
"2023-01-16",2660.5657906543,100.401263495496,101.092852092744,113.232925754834
"2023-01-17",2661.06958769086,100.401407305717,101.090990184449,113.240247024459
"2023-01-18",2661.55856413715,100.401793619218,101.089301200951,113.247830903858
"2023-01-19",2662.03169829808,100.402423741786,101.087786241275,113.255669928069
"2023-01-20",2662.48802975565,100.403298724253,101.086446249726,113.263757724546
"2023-01-30",2662.92666272821,100.404419389099,101.085282024778,113.317256326846
"2023-01-31",2663.34677365301,100.405786266022,101.084294180365,113.326974006317
"2023-02-01",2663.74761216232,100.40739972995,101.083483233164,113.336916562658
"2023-02-02",2664.12849247719,100.409260072817,101.082849648473,113.347083680519
"2023-02-03",2664.48879663134,100.411367463619,101.08239382608,113.357475867624
"2023-02-06",2664.8279711722,100.413722028258,101.082116145994,113.368094528074
"2023-02-07",2665.14550965075,100.416323869337,101.082016983101,113.378941505962
"2023-02-08",2665.4409342937,100.419173027981,101.08209666801,113.390018674069
"2023-02-09",2665.71379901358,100.422269571637,101.082355538761,113.401327858325
"2023-02-10",2665.96368606249,100.425613566027,101.082793926329,113.412870988241
"2023-02-13",2666.19021898144,100.429205121404,101.083412191718,113.424649892042
"2023-02-14",2666.39305671008,100.43304436637,101.084210698908,113.436666098116
"2023-02-15",2666.57190068547,100.437131458789,101.085189820806,113.448920901199
"2023-02-16",2666.72649938792,100.441466600738,101.086349951311,113.461415163622
"2023-02-17",2666.85663694092,100.44605003888,101.087691511111,113.474149168181
"2023-02-20",2666.96212850038,100.450882122615,101.089214976142,113.487122483792
"2023-02-21",2667.04281077612,100.455963281511,101.090920856362,113.500334082954
"2023-02-22",2667.0985753878,100.461293917904,101.092809626917,113.51378222656
"2023-02-23",2667.12937420527,100.466874030708,101.094881725372,113.52746416135
"2023-02-24",2667.13520353517,100.472703254542,101.097137329778,113.541376178923
"2023-02-27",2667.11610344674,100.478780867763,101.099576366089,113.555513694071
"2023-02-28",2667.07214164853,100.485105835524,101.10219852169,113.569871019416
"2023-03-01",2667.0034124214,100.49167681553,101.105003242328,113.584441462902
"2023-03-02",2666.91004250642,100.498492192621,101.107989762026,113.59921749626
"2023-03-03",2666.79220411291,100.505550100866,101.111157114329,113.614190529363
"2023-03-06",2666.65011446089,100.512848362866,101.114504100061,113.629350716827
"2023-03-07",2666.48403657387,100.520384511646,101.118029304624,113.644687190788
"2023-03-08",2666.29426594475,100.528155868239,101.121731154479,113.660188048181
"2023-03-09",2666.08111729419,100.536159596443,101.125607950827,113.675840286286
"2023-03-10",2665.84491654735,100.544392681005,101.129657845346,113.691629718817
"2023-03-13",2665.5859934814,100.552851965653,101.13387886752,113.707541331136
"2023-03-14",2665.3046661982,100.561534188957,101.138268935366,113.723559835654
"2023-03-15",2665.00125264,100.570435945699,101.142825841292,113.739670194847
"2023-03-16",2664.67606359611,100.579553741157,101.147547281282,113.755857265884
"2023-03-17",2664.32940258008,100.588883950218,101.152430822009,113.772106556076
"2023-03-20",2663.96155653975,100.598422902485,101.157473962957,113.788403744713
"2023-03-21",2663.57280468085,100.608166859817,101.162674134398,113.804735231772
"2023-03-22",2663.16340861599,100.618112039256,101.168028732515,113.821087930996
"2023-03-23",2662.7336233552,100.628254563529,101.173535096583,113.837448882063
"2023-03-24",2662.28370127807,100.638590467272,101.179190506751,113.853805812195
"2023-03-27",2661.81389991742,100.6491156639,101.184992173507,113.870147265025
"2023-03-28",2661.32447660604,100.659825897933,101.190937196062,113.886462716555
